student_id,BigBlueButtonBN,Fail,Faili esitamine,Foorum,Hindajaraport,Kaust,Kommentaarid tööle,Küsitlus,Leht,Logid,Minu hinderaport,Onlain teksti esitamine,Osalemine,Prügikast,Rühma valimine,Süsteem,Tagasiside,Tegevuste aruanne,Test,Tund,URL,Virtual programming lab,Õppijaraport,Ülesanne,Ülevaate aruanne,label,web,y
113,1.0,0.25,0.875,10.0,0.0,0.0,0.0,0.4375,1.0,0.0,0.0,0.625,0.8125,0.0,0.4375,17.25,0.4375,0.0,23.9375,1.0625,3.0625,6.75,0.3125,4.0,0.0,2,0,88.83
114,0.9375,0.25,0.625,1.25,0.0,0.125,0.0,0.5,2.8125,0.0,0.0,0.25,1.0625,0.0,0.625,30.8125,1.8125,0.0,93.625,1.5,4.3125,20.6875,1.0625,4.8125,0.125,2,0,84.9
115,0.0,0.4375,0.5,1.125,0.0,0.5,0.0,0.625,1.25,0.0,0.0,0.125,0.4375,0.0,0.25,19.375,0.375,0.0,34.625,3.4375,2.4375,12.5,0.0,2.75,0.0,2,0,27.04
116,0.0,0.4375,0.125,0.125,0.0,0.3125,0.0,0.25,0.75,0.0,0.0,0.0,0.0625,0.0,0.3125,10.8125,0.3125,0.0,15.375,1.8125,2.5,6.9375,0.875,0.75,0.0,2,0,28.86
117,0.0,0.0625,0.25,0.125,0.0,0.25,0.0,0.0,0.375,0.0,0.0,0.125,0.3125,0.0,0.3125,7.1875,0.1875,0.0,18.0,0.5625,1.25,6.6875,0.3125,2.1875,0.0,2,0,29.51
118,0.0,0.3125,0.25,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,8.125,0.1875,0.0,7.4375,0.0,0.5,3.5,0.0,4.8125,0.0,2,0,91.0
119,0.8125,0.4375,0.875,4.75,0.0,1.625,0.0,0.375,2.0625,0.0,0.0,0.5,0.9375,0.0,1.0,63.5,0.9375,0.0,65.75,1.0,2.125,52.75,11.625,12.75,0.1875,2,0,90.0
120,0.5,0.5,0.75,11.25,0.0,0.4375,0.0,0.625,1.5625,0.0,0.0,0.375,0.9375,0.0,0.625,63.75,1.125,0.0,146.75,1.1875,3.5625,37.375,7.625,4.875,0.0,2,0,97.2
121,1.0,0.3125,0.75,2.6875,0.0,0.0625,0.0,0.4375,0.6875,0.0,0.0,0.5,0.6875,0.0,0.3125,33.1875,0.3125,0.0,38.5625,0.6875,3.625,14.125,2.1875,4.1875,0.0,2,0,94.11
122,0.5625,0.1875,0.75,0.25,0.0,0.0,0.0,0.4375,0.375,0.0,0.0,0.5,0.6875,0.0,0.3125,14.0,0.3125,0.0,48.125,0.0,1.4375,14.625,1.4375,4.4375,0.125,2,0,98.3
123,0.375,0.375,0.875,0.875,0.0,0.1875,0.0,0.375,0.9375,0.0,0.0,0.625,0.375,0.0,0.3125,24.3125,0.3125,0.0,52.6875,0.875,2.6875,15.75,0.8125,4.25,0.125,2,0,88.3
124,0.25,0.25,1.375,2.875,0.0,0.125,0.0,0.8125,1.6875,0.0,0.0,0.375,0.5625,0.0,0.375,20.0625,0.625,0.0,46.875,0.1875,2.375,10.25,0.0625,8.625,0.0,2,0,41.64
125,0.0,0.1875,0.25,1.5,0.0,0.0625,0.0,0.0625,0.5,0.0,0.0,0.25,0.0625,0.0,0.0,9.3125,0.125,0.0,13.6875,0.1875,1.5,3.75,0.1875,4.5,0.0,2,0,99.0
126,1.125,0.5,0.75,3.6875,0.0,0.0625,0.0625,0.4375,1.3125,0.0,0.0,0.5,0.625,0.0,1.1875,34.9375,0.5625,0.0,67.1875,2.6875,5.8125,63.375,3.4375,5.5625,0.0,2,0,88.8
127,0.625,0.125,0.375,0.5,0.0,0.1875,0.0,0.8125,1.125,0.0,0.0,0.0,0.8125,0.0,0.6875,19.1875,0.4375,0.0,31.75,1.125,6.3125,20.1875,0.1875,3.1875,0.0625,2,0,97.87
128,0.75,0.1875,0.625,0.375,0.0,0.0625,0.0,0.375,0.1875,0.0,0.0,0.375,0.9375,0.0,0.25,23.8125,0.8125,0.0,33.5,0.3125,1.375,25.375,2.625,3.3125,0.0,2,0,105.83
129,0.125,0.0625,0.25,0.0,0.0,0.0,0.0,0.3125,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,4.625,0.0,0.0,16.375,0.0,0.375,5.25,0.25,1.4375,0.0,2,0,47.33
130,0.0,0.125,0.25,0.125,0.0,0.1875,0.0,0.375,0.5625,0.0,0.0,0.0,0.6875,0.0,0.375,15.0625,0.25,0.0,36.875,0.0,1.6875,17.375,0.5625,1.25,0.0,2,0,98.53
131,0.5,0.5,0.375,2.6875,0.0,0.375,0.0,0.625,1.0,0.0,0.0,0.0,0.75,0.0,0.375,32.125,0.75,0.0,44.5,0.25,11.0,16.0625,0.0,2.75,0.0,2,0,74.61
132,0.75,0.375,0.25,0.625,0.0,0.1875,0.0,0.5,1.625,0.0,0.0,0.0,0.8125,0.0,0.4375,23.6875,0.5,0.0,64.875,0.625,6.125,12.125,0.75,1.25,0.0,2,0,81.6
133,0.375,0.3125,0.5,1.4375,0.0,0.1875,0.0,0.4375,1.0625,0.0,0.0,0.25,0.5,0.0,0.5,29.4375,0.8125,0.0,43.0625,2.0,3.0625,35.75,0.5,2.25,0.0,2,0,97.3
134,0.5,0.5,0.5,3.5,0.0,0.3125,0.0,0.6875,1.4375,0.0,0.0,0.125,0.6875,0.0,0.8125,20.1875,0.75,0.0,29.5,0.8125,4.9375,22.0625,1.1875,3.625,0.0,2,0,74.02
135,0.0,0.125,0.25,2.75,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.25,0.125,0.0,0.0,7.0625,0.1875,0.0,10.5625,0.1875,1.1875,3.1875,0.3125,3.75,0.0,2,0,90.0
136,0.0,0.0,0.25,0.4375,0.0,0.0,0.0,0.1875,0.3125,0.0,0.0,0.125,0.3125,0.0,0.3125,9.75,0.125,0.0,20.875,0.1875,1.8125,4.375,0.125,1.125,0.0,2,0,25.51
137,0.0,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.5,0.0,0.0,0.0,5.6875,0.0625,0.0,3.125,0.0,0.125,0.125,1.875,13.5,0.0625,2,0,95.0
138,0.5,0.5625,0.875,0.375,0.0,0.9375,0.0,0.4375,1.625,0.0,0.0,0.25,0.8125,0.0,0.3125,28.375,0.5625,0.0,63.125,29.125,3.9375,24.25,1.125,4.875,0.125,1,0,93.7
139,0.4375,0.375,0.75,0.375,0.0,0.375,0.0,0.5625,2.0,0.0,0.0,0.25,0.625,0.0,0.3125,31.25,0.4375,0.0,80.4375,11.125,3.9375,12.25,0.625,3.625,0.0625,1,0,75.52
140,1.0625,0.25,0.875,4.125,0.0,0.25,0.0,0.8125,1.5625,0.0,0.0,0.375,0.75,0.0,0.4375,36.625,1.1875,0.0,74.25,9.25,6.375,28.0625,1.875,4.375,0.0,1,0,86.91
141,1.1875,1.0625,0.625,0.875,0.0,1.1875,0.0,0.6875,2.4375,0.0,0.0,0.25,0.9375,0.0,1.0,57.875,1.0,0.0,111.875,14.875,12.0625,35.0,0.0625,4.375,0.0,1,0,77.59
142,0.375,0.375,0.5,1.4375,0.0,0.0,0.0,0.375,0.9375,0.0,0.0,0.25,0.625,0.0,0.4375,20.375,0.375,0.0,45.375,9.3125,5.5625,13.875,2.125,3.125,0.5,1,0,71.9
143,1.3125,0.25,0.375,0.1875,0.0,0.25,0.0,0.5625,1.3125,0.0,0.0,0.125,0.875,0.0,0.3125,22.8125,0.375,0.0,26.875,5.625,4.375,16.1875,3.25,3.0,0.0,1,0,85.74
144,1.0,0.1875,0.25,0.0,0.0,0.0625,0.0,0.375,0.1875,0.0,0.0,0.0,0.5,0.0,0.375,18.375,0.25,0.0,43.6875,3.5,2.875,16.4375,0.3125,1.4375,0.0625,1,0,94.73
145,2.125,0.0,0.5,2.3125,0.0,0.5625,0.0,0.375,0.8125,0.0,0.0,0.25,0.6875,0.0,0.4375,26.1875,1.875,0.0,45.8125,12.5625,4.1875,21.25,1.8125,3.5,0.125,1,0,104.9
146,0.875,0.3125,0.5,0.375,0.0,0.1875,0.0,0.4375,0.75,0.0,0.0,0.25,0.625,0.0,0.5,25.3125,0.4375,0.0,30.25,11.875,1.6875,22.8125,0.6875,3.625,0.1875,1,0,95.03
147,1.0,0.25,0.5,2.75,0.0,0.0625,0.0,0.375,2.1875,0.0,0.0,0.25,0.5625,0.0,0.4375,25.5625,0.25,0.0,43.9375,10.9375,4.8125,12.625,0.5625,4.25,0.0625,1,0,67.07
148,3.125,0.6875,0.625,18.125,0.0,0.5,0.0,0.4375,3.1875,0.0,0.0,0.125,0.75,0.0,0.6875,51.9375,1.125,0.0,69.0625,10.1875,5.3125,28.875,1.0,4.625,0.0,1,0,95.6
149,0.625,0.6875,0.875,0.25,0.0,0.3125,0.0,0.8125,2.375,0.0,0.0,0.25,0.3125,0.0,0.4375,20.0,0.25,0.0,41.1875,1.375,4.5625,13.875,2.3125,5.8125,0.0,1,0,65.78
150,0.75,0.4375,0.5,2.375,0.0,0.0,0.0,0.5,1.6875,0.0,0.0,0.125,0.8125,0.0,0.25,27.125,0.25,0.0,65.5625,5.4375,4.8125,30.75,1.8125,3.125,0.0,1,0,94.3
151,0.125,0.0,0.125,5.125,0.0,0.1875,0.0,0.125,0.4375,0.0,0.0,0.125,0.0,0.0,0.375,17.5625,0.1875,0.0,25.0,0.0,4.3125,9.625,0.3125,0.5625,0.0,1,0,67.23
152,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,1,0,0.0
153,0.5625,0.5,0.75,0.8125,0.0,0.125,0.0,0.625,0.8125,0.0,0.0,0.125,0.6875,0.0,0.3125,24.875,0.1875,0.0,78.0,2.125,3.6875,17.8125,0.0,3.75,0.0,1,0,68.82
154,1.25,0.6875,0.875,4.375,0.0,0.75,0.0,0.875,1.0625,0.0,0.0,0.625,0.8125,0.0,0.75,37.75,0.5,0.0,55.1875,16.75,4.5625,28.0,1.5625,4.9375,0.125,1,0,68.76
155,0.625,0.375,0.625,2.9375,0.0,0.1875,0.0,0.375,0.5625,0.0,0.0,0.25,0.6875,0.0,0.6875,18.5,0.3125,0.0,34.125,12.5625,1.4375,13.5625,0.625,4.375,0.0,1,0,85.5
156,2.25,0.5,0.5,6.875,0.0,0.25,0.0,0.5625,1.875,0.0,0.0,0.25,0.625,0.0,0.75,45.3125,0.5,0.0,77.1875,25.375,7.3125,19.25,0.0625,4.125,0.0,1,0,99.5
157,1.8125,0.5,1.0,2.6875,0.0,0.25,0.0,0.375,2.0,0.0,0.0,0.5,0.625,0.0,0.375,31.6875,0.6875,0.0,50.8125,5.6875,6.1875,22.5625,1.1875,7.0,0.0625,1,0,102.0
158,1.4375,0.0625,0.25,1.3125,0.0,0.1875,0.0,0.375,0.625,0.0,0.0,0.0,0.6875,0.0,0.3125,20.9375,0.6875,0.0,44.75,7.6875,5.25,11.625,0.0,1.5,0.0,1,0,56.91
159,0.6875,0.25,0.625,1.6875,0.0,0.3125,0.0,0.5,0.75,0.0,0.0,0.375,0.75,0.0,0.5,23.8125,0.9375,0.0,63.875,9.625,2.8125,14.9375,1.125,3.75,0.0625,1,0,87.48
160,0.875,0.625,0.625,4.125,0.0,0.3125,0.0,0.5,1.25,0.0,0.0,0.375,0.75,0.0,0.8125,25.0,0.5,0.0,44.125,14.75,4.8125,10.4375,0.1875,2.75,0.0,1,0,97.5
161,1.5,0.375,1.0,1.125,0.0,0.3125,0.0,0.375,0.8125,0.0,0.0,0.75,0.6875,0.0,0.3125,22.0625,0.5,0.0,38.375,7.5,5.0,22.375,1.625,6.4375,0.0,1,0,101.3
162,0.75,0.375,0.75,0.3125,0.0,0.0,0.0,0.4375,1.0625,0.0,0.0,0.25,0.6875,0.0,0.625,27.1875,0.6875,0.0,61.0625,0.875,3.5625,26.375,0.0,5.125,0.0,1,0,109.4
163,0.5625,0.125,0.5,5.625,0.0,0.0625,0.0,0.4375,0.5625,0.0,0.0,0.125,0.5625,0.0,0.5,20.625,1.125,0.0,33.0625,14.6875,3.0625,22.0,0.5625,3.75,0.0625,1,0,100.67
164,0.0,0.625,0.25,0.5,0.0,0.125,0.0,0.4375,1.0,0.0,0.0,0.0,0.25,0.0,0.125,33.375,0.375,0.0,86.125,5.9375,3.0625,16.5,0.625,2.25,0.0,1,0,94.79
165,0.0,0.125,0.5,0.5625,0.0,0.125,0.0,0.5,1.0,0.0,0.0,0.25,0.3125,0.0,0.3125,9.5625,0.125,0.0,8.625,0.0,2.5,4.625,1.375,3.125,0.0625,1,0,49.33
166,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,0.0625,0.0,0.0,5.0,0.1875,0.0,12.3125,0.1875,1.625,4.8125,0.25,0.0,0.0,1,0,5.13
167,1.5,0.625,0.875,1.875,0.0,0.875,0.0,0.375,2.4375,0.0,0.0,0.5,0.125,0.0,0.4375,44.375,1.25,0.0,84.125,3.6875,6.0625,15.125,0.0625,5.6875,0.0,1,0,60.18
168,0.375,0.25,1.125,7.125,0.0,0.3125,0.0,0.375,0.625,0.0,0.0,0.625,0.5,0.0,0.3125,11.4375,0.75,0.0,28.5625,4.9375,1.0,10.625,0.0,5.125,0.0,1,0,87.22
169,0.6875,0.3125,0.625,0.9375,0.0,0.125,0.0,0.5,1.625,0.0,0.0,0.375,0.125,0.0,0.5625,25.875,0.8125,0.0,43.75,0.75,2.9375,10.6875,1.8125,5.1875,0.0625,1,0,61.2
170,0.875,0.5,0.375,10.6875,0.0,0.375,0.0,0.4375,2.625,0.0,0.0,0.125,0.5625,0.0,0.375,40.0625,1.3125,0.0,59.375,12.3125,5.4375,17.0,0.4375,2.8125,0.0,1,0,73.13
171,1.1875,0.8125,0.5,2.25,0.0,0.625,0.0,0.375,4.5625,0.0,0.0,0.0,0.875,0.0,0.9375,53.125,2.625,0.0,114.125,15.75,6.4375,31.125,3.5,3.6875,0.0,1,0,83.6
172,1.3125,0.375,0.5,6.3125,0.0,0.25,0.0625,0.5625,2.6875,0.0,0.0,0.125,0.5625,0.0,0.8125,24.5,0.75,0.0,98.25,4.0625,7.6875,27.6875,2.25,4.5,0.0,1,0,96.4
173,0.75,0.3125,0.5,1.125,0.0,0.0625,0.0,0.5625,1.0,0.0,0.0,0.25,0.4375,0.0,0.3125,17.625,0.625,0.0,34.625,10.8125,3.625,16.0625,1.1875,3.75,0.0,1,0,64.65
174,0.6875,0.4375,0.375,0.9375,0.0,0.3125,0.0,0.4375,0.9375,0.0,0.0,0.125,0.5,0.0,0.25,22.75,0.625,0.0,52.25,6.625,2.6875,8.4375,0.0625,1.9375,0.0625,1,0,68.22
175,0.6875,0.375,0.625,0.0625,0.0,0.125,0.0,0.1875,1.125,0.0,0.0,0.375,0.875,0.0,0.3125,28.5625,0.4375,0.0,58.25,7.6875,3.875,19.0,0.0,3.0,0.0,1,0,83.34
176,0.625,0.5,0.75,1.5,0.0,0.25,0.0,0.5,0.9375,0.0,0.0,0.375,0.6875,0.0,0.375,31.6875,0.75,0.0,51.1875,19.6875,5.625,17.8125,0.0,4.0625,0.0,1,0,105.32
177,0.8125,0.125,0.75,0.6875,0.0,0.125,0.0,0.5625,3.125,0.0,0.0,0.5,0.8125,0.0,0.375,16.5625,0.5,0.0,68.625,13.4375,3.5625,24.625,0.75,4.75,0.0,1,0,95.8
178,0.5,0.375,0.5,0.0,0.0,0.25,0.0,0.5,1.75,0.0,0.0,0.125,0.9375,0.0,0.375,38.75,0.375,0.0,97.5625,13.75,6.5,36.875,0.0,2.5,0.0,1,0,89.04
179,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.25,0.3125,0.0,0.0,0.0,0.3125,0.0,0.5625,5.3125,0.0,0.0,7.3125,2.25,1.625,2.25,0.1875,0.75,0.0,1,0,5.08
180,0.6875,0.375,0.625,9.5,0.0,0.375,0.0,0.375,3.1875,0.0,0.0,0.125,0.5,0.0,0.5625,60.0,1.6875,0.0,72.8125,20.9375,7.9375,65.0625,11.9375,6.5,2.8125,4,0,101.4
181,0.5,0.25,0.5,0.3125,0.0,0.375,0.0,0.375,1.125,0.0,0.0,0.0,0.75,0.0,1.0,39.0625,0.75,0.0,90.5,17.1875,6.1875,27.4375,1.375,5.9375,0.125,4,0,94.2
182,0.875,0.25,0.375,3.375,0.0,0.1875,0.0,0.4375,2.5,0.0,0.0,0.125,0.4375,0.0,0.4375,12.625,0.375,0.0,29.125,19.6875,2.5625,27.5625,0.3125,2.5,0.0,4,0,108.0
183,2.6875,0.375,0.75,5.0625,0.0,0.4375,0.0,0.5,1.3125,0.0,0.0,0.25,0.6875,0.0,1.375,34.1875,2.25,0.0,104.5625,24.1875,5.625,32.875,2.1875,6.5625,0.4375,4,0,99.7
184,0.8125,0.4375,0.75,8.9375,0.0,0.625,0.0,0.9375,2.0625,0.0,0.0,0.125,0.6875,0.0,0.5625,34.6875,0.3125,0.0,60.625,9.1875,5.3125,19.0625,0.0,4.0625,0.0,4,0,71.68
185,0.6875,0.25,1.625,0.6875,0.0,0.5625,0.0625,0.6875,1.9375,0.0,0.0,0.75,0.875,0.0,0.3125,31.3125,0.4375,0.0,59.25,9.3125,3.125,25.5625,0.0,8.3125,0.0,4,0,75.79
186,0.5625,0.3125,0.5,0.125,0.0,0.1875,0.0,0.4375,1.125,0.0,0.0,0.25,0.8125,0.0,0.4375,20.5625,0.5,0.0,51.625,21.0,1.9375,23.0625,0.1875,2.875,0.0,4,0,101.1
187,0.75,1.25,1.0,0.6875,0.0,2.6875,0.0,0.75,3.1875,0.0,0.0,0.125,0.625,0.0,0.3125,42.4375,0.25,0.0,92.75,17.4375,5.625,18.4375,0.0,5.1875,0.0,4,0,58.07
188,1.375,0.25,0.75,13.9375,0.0,0.1875,0.0,0.625,1.3125,0.0,0.0,0.25,0.75,0.0,1.1875,50.6875,2.0625,0.0,81.125,11.625,5.6875,35.75,0.0625,6.875,0.0,4,0,98.2
189,0.75,0.4375,0.75,3.8125,0.0,0.625,0.0,0.5625,1.25,0.0,0.0,0.375,0.3125,0.0,0.25,28.1875,0.1875,0.0,70.5,12.0,4.6875,27.0,0.9375,3.875,0.0,4,0,85.79
190,0.625,0.1875,0.75,0.3125,0.0,0.1875,0.0,0.5,3.0625,0.0,0.0,0.125,0.75,0.0,0.375,49.8125,2.0,0.0,100.125,14.25,6.0,24.625,0.0,3.6875,0.0,4,0,76.7
191,0.75,0.375,0.5,3.625,0.0,0.375,0.0,0.375,0.4375,0.0,0.0,0.25,0.4375,0.0,0.375,26.75,0.4375,0.0,43.6875,16.25,4.1875,36.375,0.0,2.8125,0.0,4,0,101.61
192,0.9375,0.625,1.125,6.3125,0.0,0.3125,0.0,0.4375,1.1875,0.0,0.0,0.75,0.5,0.0,0.6875,29.625,0.5625,0.0,44.25,17.5625,3.375,33.5625,0.0,8.125,0.0,4,0,105.0
193,0.125,0.1875,0.375,0.125,0.0,0.0625,0.0,0.1875,0.625,0.0,0.0,0.25,0.0,0.0,0.375,17.0,0.625,0.0,37.9375,18.0625,1.25,14.6875,0.0,2.25,0.0,4,0,60.05
194,0.9375,0.1875,0.625,1.875,0.0,0.5,0.0,0.625,4.0,0.0,0.0,0.25,0.5,0.0,0.5,37.25,0.125,0.0,88.5,16.4375,6.125,43.6875,0.125,4.4375,0.0625,4,0,76.5
195,1.125,0.3125,0.375,4.8125,0.0,0.375,0.0,0.5,0.9375,0.0,0.0,0.25,0.8125,0.0,0.625,29.0625,0.25,0.0,48.6875,12.8125,7.75,59.375,0.0,3.1875,0.0,4,0,50.1
196,0.375,0.3125,0.5,0.375,0.0,0.1875,0.0,0.6875,0.5625,0.0,0.0,0.125,0.625,0.0,0.25,15.25,0.25,0.0,26.375,8.9375,2.75,18.4375,0.0,2.5,0.0,4,0,78.31
197,0.0,0.125,0.625,1.8125,0.0,0.0625,0.0,0.0,0.5,0.0,0.0,0.625,0.0625,0.0,0.0,13.6875,0.75,0.0,8.6875,3.5,1.25,8.125,2.125,10.25,0.75,4,0,95.0
198,0.0,0.5,0.5,2.3125,0.0,0.125,0.0,0.375,1.75,0.0,0.0,0.0,1.0625,0.0,0.375,44.3125,0.875,0.0,84.125,12.8125,5.5,31.0,3.5,3.875,0.0,5,0,88.7
199,0.0,0.3125,0.625,4.875,0.0,2.875,0.0,0.4375,3.5625,0.0,0.0,0.125,0.6875,0.0,0.4375,54.5,2.3125,0.0,134.75,7.8125,6.375,38.4375,4.5,5.0625,0.0,5,0,80.55
200,0.0,0.25,0.375,2.0625,0.0,0.0625,0.0,0.5625,1.8125,0.0,0.0,0.125,0.8125,0.0,0.3125,61.8125,2.375,0.0,131.875,8.8125,5.0625,41.4375,7.375,4.9375,0.0,5,0,85.2
201,0.0,0.3125,0.625,16.0625,0.0,0.8125,0.0,0.5,3.125,0.0,0.0,0.125,0.4375,0.0,1.0625,58.5,2.1875,0.0,60.25,19.125,7.0625,26.5,3.9375,5.875,0.375,5,0,101.5
202,0.0,0.125,0.625,2.0625,0.0,0.125,0.0,0.375,0.4375,0.0,0.0,0.375,0.375,0.0,0.25,19.6875,0.3125,0.0,40.0,10.0625,1.3125,31.6875,8.25,3.5,0.0,5,0,79.63
203,0.0,0.8125,0.75,4.375,0.0,2.25,0.0,0.5,3.0625,0.0,0.0,0.375,0.625,0.0,0.9375,80.8125,1.4375,0.0,390.375,14.1875,12.25,65.9375,30.75,7.25,0.125,5,0,67.3
204,0.0,0.5,0.625,7.3125,0.0,0.3125,0.0,0.8125,2.3125,0.0,0.0,0.25,0.75,0.0,0.75,45.375,0.9375,0.0,58.875,14.8125,4.1875,37.375,9.0,8.0,0.1875,5,0,100.9
205,0.0,0.3125,0.75,2.3125,0.0,2.0,0.0,0.5625,1.5,0.0,0.0,0.375,0.9375,0.0,1.3125,16.6875,0.25,0.0,43.0,10.375,3.125,21.1875,0.1875,5.6875,0.0,5,0,91.08
206,0.0,0.5,0.375,14.0625,0.0,0.0,0.0,0.5625,0.9375,0.0,0.0,0.125,0.8125,0.0,0.5625,34.6875,1.125,0.0,51.25,5.1875,2.625,11.75,2.375,3.5,0.0,5,0,65.37
207,0.0,0.0625,0.625,1.8125,0.0,0.125,0.0,0.4375,1.3125,0.0,0.0,0.25,0.5,0.0,0.375,24.9375,0.25,0.0,74.5625,5.8125,4.625,17.0625,0.0,2.75,0.0,5,0,86.28
208,0.0,0.8125,0.75,8.4375,0.0,0.5,0.0,0.5625,3.875,0.0,0.0,0.5,0.6875,0.0,0.5625,32.5,0.4375,0.0,46.1875,10.75,4.4375,26.3125,1.3125,4.8125,0.0,5,0,91.0
209,0.0,0.3125,0.375,1.0,0.0,0.0625,0.0,0.375,0.9375,0.0,0.0,0.125,0.125,0.0,0.4375,23.6875,0.4375,0.0,39.75,2.75,5.0,12.0625,2.125,2.3125,0.0,5,0,95.33
210,0.0,0.375,0.375,1.1875,0.0,0.0,0.0,0.5625,0.75,0.0,0.0,0.0,0.875,0.0,0.4375,22.5625,0.6875,0.0,40.5,19.3125,6.3125,10.125,0.0,1.5,0.0,5,0,68.21
211,0.0,0.6875,0.625,4.875,0.0,0.875,0.0,0.625,1.9375,0.0,0.0,0.375,0.6875,0.0,0.5625,19.1875,1.0,0.0,24.4375,4.0625,7.0625,9.875,0.4375,5.1875,0.0,5,0,71.8
212,0.0,0.125,0.0,2.0,0.0,0.125,0.0,0.0,0.1875,0.0,0.0,0.0,0.125,0.0,0.0,5.75,0.125,0.0,3.375,0.1875,1.5625,2.625,0.0625,0.0,0.0,5,0,1.45
213,0.0,0.1875,0.0,0.3125,0.0,0.375,0.0,0.0,0.8125,0.0,0.0,0.0,0.1875,0.0,0.0,10.4375,0.625,0.0,20.125,1.875,1.8125,7.5625,0.0,0.0,0.0,5,0,4.25
214,0.0,0.125,0.0,2.375,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,3.875,0.125,0.0,5.875,0.0,0.625,1.0,0.0,0.125,0.0,5,0,0.5
215,0.0,0.0,0.0,0.9375,0.0,0.125,0.0,0.0,0.8125,0.0,0.0,0.0,0.125,0.0,0.0,12.25,0.4375,0.0,32.4375,0.5,3.4375,6.875,1.0625,0.25,0.0,5,0,4.18
216,0.375,0.3125,0.75,0.8125,0.0,1.5,0.0,0.8125,2.0625,0.0,0.0,0.25,0.625,0.0,0.25,30.5,0.5625,0.0,107.75,16.4375,4.5625,51.875,0.0,3.6875,0.0,2,0,75.82
217,0.5,0.375,0.875,3.625,0.0,0.25,0.0,0.375,1.6875,0.0,0.0,0.625,0.375,0.0,0.25,25.5,2.25,0.0,43.875,19.75,2.5625,22.9375,0.5,6.5,0.0,2,0,102.84
218,0.6875,1.4375,0.5,16.5625,0.0,0.875,0.0,0.625,2.6875,0.0,0.0,0.125,0.0625,0.0,0.4375,45.0,0.8125,0.0,209.3125,27.375,4.4375,57.6875,2.5,4.9375,0.0,2,0,102.0
219,1.3125,1.0625,0.5,24.4375,0.0,0.5,0.0,0.625,2.875,0.0,0.0,0.0,0.75,0.0,2.875,52.25,0.8125,0.0,94.0625,49.1875,8.5,42.8125,0.0,7.625,0.0,2,0,95.5
220,1.125,0.4375,0.25,3.125,0.0,0.3125,0.0,0.375,2.75,0.0,0.0,0.0,0.375,0.0,0.6875,47.1875,0.8125,0.0,75.1875,19.5625,9.3125,35.125,2.5625,3.375,0.0,2,0,100.0
221,3.25,0.5,0.75,3.0625,0.0,0.625,0.0,0.4375,2.5,0.0,0.0,0.25,0.75,0.0,0.4375,41.75,1.25,0.0,44.25,16.6875,7.8125,38.125,1.6875,6.6875,0.0625,2,0,102.18
222,0.625,0.3125,0.625,1.3125,0.0,0.25,0.0,0.25,1.125,0.0,0.0,0.375,0.3125,0.0,0.4375,35.4375,0.3125,0.0,52.0625,21.25,4.75,22.125,5.125,7.0,0.625,2,0,100.5
223,0.5625,0.0625,0.625,4.8125,0.0,0.0,0.0,0.1875,0.5625,0.0,0.0,0.375,0.0625,0.0,0.3125,29.0625,0.3125,0.0,67.5625,13.3125,2.3125,22.1875,0.0,3.5625,0.0,2,0,93.93
224,1.0625,0.375,0.75,7.375,0.0,0.5,0.0,0.4375,1.3125,0.0,0.0,0.375,0.5,0.0,0.3125,29.8125,0.9375,0.0,96.5625,15.5625,1.8125,40.1875,1.6875,5.0625,0.125,2,0,95.68
225,1.75,0.125,0.75,10.1875,0.0,0.1875,0.0,0.5625,1.1875,0.0,0.0,0.375,0.75,0.0,0.375,21.625,1.1875,0.0,46.3125,21.8125,2.5,17.125,0.6875,5.125,0.0625,2,0,98.47
226,0.9375,0.375,0.375,0.125,0.0,0.3125,0.0625,0.5625,0.8125,0.0,0.0,0.25,0.25,0.0,0.3125,16.75,0.5625,0.0,32.3125,12.875,1.6875,17.5625,1.0625,3.3125,0.125,2,0,71.13
227,1.25,0.25,0.75,1.5,0.0,0.3125,0.0,0.4375,1.0,0.0,0.0,0.375,0.4375,0.0,0.375,23.25,0.875,0.0,46.625,15.625,2.0,18.0,0.0,4.25,0.0,2,0,101.6
228,0.8125,0.25,0.75,1.375,0.0,0.1875,0.0,0.4375,0.4375,0.0,0.0,0.375,0.5625,0.0,0.375,21.375,0.25,0.0,42.0,17.375,0.875,22.75,0.25,4.625,0.0625,2,0,103.2
229,0.5625,0.5,0.625,0.5,0.0,0.125,0.0,0.375,0.5625,0.0,0.0,0.375,0.0625,0.0,0.375,19.625,0.5625,0.0,23.625,17.375,1.25,13.6875,1.0,4.4375,0.0,2,0,51.02
