student_id,BigBlueButtonBN,Fail,Faili esitamine,Foorum,Hindajaraport,Kaust,Kommentaarid tööle,Küsitlus,Leht,Logid,Minu hinderaport,Onlain teksti esitamine,Osalemine,Prügikast,Rühma valimine,Süsteem,Tagasiside,Tegevuste aruanne,Test,Tund,URL,Virtual programming lab,Õppijaraport,Ülesanne,Ülevaate aruanne,label,web,y
63,0.3125,0.25,0.75,2.125,0.0,0.0625,0.0,0.375,0.875,0.0,0.0,0.5,0.625,0.0,0.375,23.0,0.6875,0.0,46.0,1.0,4.6875,19.8125,1.125,4.5625,0.0,2,0,80.38
64,0.5,0.1875,0.25,0.1875,0.0,0.1875,0.0,0.5,2.375,0.0,0.0,0.0,0.125,0.0,0.5,23.125,0.0,0.0,54.5625,0.625,3.4375,41.8125,0.25,4.125,0.0625,2,0,81.42
65,0.0,0.3125,0.5,13.875,0.0,1.1875,0.0,0.25,2.8125,0.0,0.0,0.375,0.125,0.0,1.75,36.5,0.9375,0.0,58.375,1.1875,8.3125,41.9375,6.0625,6.0625,0.0,2,0,83.6
66,1.125,0.125,0.625,3.375,0.0,0.1875,0.0,0.5,1.0625,0.0,0.0,0.375,0.8125,0.0,0.8125,43.875,0.875,0.0,98.5625,1.25,4.9375,40.0,3.0625,4.8125,0.0,2,0,95.8
67,1.25,0.0625,0.5,0.4375,0.0,0.1875,0.0,0.5,1.125,0.0,0.0,0.125,0.8125,0.0,0.4375,34.75,1.0625,0.0,74.125,0.875,7.375,29.1875,0.4375,3.8125,0.0,2,0,93.87
68,0.8125,0.375,0.625,1.8125,0.0,0.0,0.0,0.4375,0.75,0.0,0.0,0.375,0.3125,0.0,0.375,31.625,0.3125,0.0,41.6875,0.5625,4.625,22.0625,5.3125,5.4375,0.0,2,0,98.57
69,0.8125,0.5,0.625,4.0,0.0,0.375,0.0,0.5625,0.8125,0.0,0.0,0.25,0.25,0.0,0.4375,33.0625,0.4375,0.0,51.4375,0.6875,6.0,38.25,1.5,4.75,0.0,2,0,83.5
70,0.75,0.1875,0.625,2.5,0.0,0.3125,0.0,0.5625,0.75,0.0,0.0,0.25,1.125,0.0,1.0625,23.9375,0.375,0.0,68.875,0.1875,3.25,20.375,0.8125,3.6875,0.0625,2,0,101.2
71,0.25,0.4375,0.875,0.3125,0.0,0.1875,0.0,0.6875,1.0625,0.0,0.0,0.375,0.625,0.0,0.5,24.4375,0.25,0.0,58.125,0.0,3.0625,24.25,0.5,5.5,0.0,2,0,83.01
72,0.75,0.25,0.75,0.75,0.0,0.125,0.0,0.5625,0.4375,0.0,0.0,0.375,1.0,0.0,0.4375,25.0,0.375,0.0,71.4375,0.5,5.625,18.6875,1.625,4.3125,0.0,2,0,62.15
73,0.75,0.3125,0.5,1.8125,0.0,0.0625,0.0,0.5625,0.875,0.0,0.0,0.125,0.625,0.0,0.25,18.3125,0.5625,0.0,47.5625,0.0,2.625,15.0,0.3125,2.6875,0.0,2,0,90.67
74,1.25,0.375,0.5,0.3125,0.0,0.0,0.0,0.625,1.0625,0.0,0.0,0.125,0.75,0.0,0.375,20.5,0.125,0.0,44.25,0.375,3.0625,18.25,0.1875,3.4375,0.0,2,0,81.35
75,0.0625,0.125,0.375,1.25,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.375,0.0625,0.0,0.0,5.3125,0.1875,0.0,6.6875,0.0,1.1875,2.5,0.0,3.625,0.0,2,0,100.0
76,0.0,0.125,0.25,1.1875,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0625,0.0,0.0,4.4375,0.125,0.0,6.4375,0.0,0.8125,1.6875,0.0625,3.25,0.0,2,0,100.0
77,0.0,0.1875,0.375,0.5,0.0,0.375,0.0,0.4375,0.875,0.0,0.0,0.125,0.375,0.0,0.625,16.0625,0.25,0.0,23.375,1.5,3.1875,11.625,0.25,3.25,0.0,2,0,23.53
78,0.625,0.3125,0.625,1.8125,0.0,0.3125,0.0,0.9375,1.0,0.0,0.0,0.125,0.9375,0.0,0.375,29.8125,0.375,0.0,66.0625,11.125,7.875,11.4375,0.0,4.8125,0.0,2,0,58.27
79,0.1875,0.25,0.25,1.9375,0.0,1.4375,0.0,0.0,0.6875,0.0,0.0,0.25,0.25,0.0,0.0,7.5,0.25,0.0,12.5,0.3125,1.25,2.6875,0.0,8.5625,0.0,2,0,100.0
80,0.1875,0.375,0.25,1.6875,0.0,0.0625,0.0,0.375,0.375,0.0,0.0,0.0,0.625,0.0,0.3125,27.0,1.125,0.0,38.75,8.8125,3.3125,21.4375,0.6875,1.25,0.0,2,0,93.1
81,0.5625,0.125,0.375,0.4375,0.0,0.0625,0.0,0.4375,0.5625,0.0,0.0,0.0,0.6875,0.0,0.375,29.375,0.375,0.0,42.1875,6.6875,3.3125,20.8125,2.9375,4.125,0.0,2,0,89.86
82,0.5625,0.6875,1.25,10.4375,0.0,1.0,0.0,0.8125,2.9375,0.0,0.0,0.625,0.625,0.0,0.625,66.8125,0.9375,0.0,84.1875,8.1875,5.5,61.9375,14.375,8.1875,0.125,2,0,98.3
83,1.125,0.3125,0.875,10.0,0.0,1.0,0.0,0.5,0.9375,0.0,0.0,0.625,0.875,0.0,0.6875,39.75,1.75,0.0,55.125,15.3125,4.25,24.1875,2.625,5.3125,0.0,2,0,105.4
84,0.8125,0.1875,0.5,1.625,0.0,0.1875,0.0,0.375,1.3125,0.0,0.0,0.25,0.6875,0.0,0.4375,26.5,0.8125,0.0,46.1875,16.0,3.4375,30.75,0.0,3.25,0.0,2,0,102.4
85,1.4375,0.1875,0.5,2.0625,0.0,0.3125,0.0,0.5625,1.3125,0.0,0.0,0.125,0.8125,0.0,0.4375,43.75,0.6875,0.0,79.375,18.375,5.1875,27.5625,2.5625,4.0,0.875,2,0,96.5
86,0.0,0.1875,0.875,0.625,0.0,0.3125,0.0,0.375,1.0,0.0,0.0,0.375,0.5,0.0,0.375,25.0625,0.375,0.0,68.3125,11.8125,2.75,26.875,1.3125,4.75,0.0,2,0,87.92
87,0.4375,0.4375,0.625,0.5,0.0,0.1875,0.0,0.625,1.6875,0.0,0.0,0.375,0.0625,0.0,0.375,19.9375,0.6875,0.0,27.625,0.625,3.75,7.3125,2.0625,5.25,0.0,2,0,60.62
88,1.25,0.4375,0.375,1.875,0.0,0.4375,0.0,0.375,1.4375,0.0,0.0,0.125,0.625,0.0,0.4375,21.375,0.5,0.0,40.375,6.9375,5.125,33.375,1.0625,6.875,0.0,2,0,96.33
89,0.5625,0.25,0.25,2.5,0.0,0.8125,0.0,0.5625,0.875,0.0,0.0,0.0,1.0,0.0,0.4375,24.1875,0.3125,0.0,45.75,14.0625,8.3125,14.0625,1.4375,3.0,0.0,2,0,90.12
90,0.4375,0.1875,0.625,0.1875,0.0,0.0625,0.0,0.375,1.25,0.0,0.0,0.375,0.375,0.0,0.5,19.125,0.4375,0.0,38.3125,9.625,2.0,17.375,0.625,3.6875,0.0,2,0,90.0
91,1.75,0.5,0.375,12.0,0.0,0.875,0.0,0.6875,2.4375,0.0,0.0,0.0,0.875,0.0,0.6875,35.0625,0.5,0.0,80.375,26.0625,2.1875,22.625,3.0,3.5,0.0,2,0,76.45
92,0.5625,0.25,0.25,0.8125,0.0,0.1875,0.0,0.5625,1.0,0.0,0.0,0.0,0.8125,0.0,0.5,27.6875,1.0625,0.0,72.25,17.3125,6.625,27.5,0.0,3.125,0.0,2,0,98.0
93,0.8125,0.25,1.125,0.9375,0.0,0.4375,0.0,0.4375,0.875,0.0,0.0,0.625,0.75,0.0,0.4375,18.25,0.375,0.0,49.5,15.875,4.6875,22.0,0.0625,5.25,0.0,2,0,96.36
94,0.9375,0.0,0.625,3.0,0.0,0.125,0.0,0.375,0.8125,0.0,0.0,0.375,0.8125,0.0,0.6875,21.125,0.25,0.0,29.0,15.3125,3.25,20.3125,0.25,3.5,0.0,2,0,93.81
95,1.625,0.5625,0.5,2.125,0.0,0.875,0.0,0.5,1.6875,0.0,0.0,0.25,0.5625,0.0,0.6875,42.9375,0.5,0.0,84.3125,16.125,7.0,42.0,2.9375,4.1875,0.0,2,0,52.5
96,0.1875,0.125,0.625,0.5625,0.0,0.1875,0.0,0.5,0.75,0.0,0.0,0.375,0.75,0.0,0.375,17.5,1.1875,0.0,51.25,15.25,1.75,16.75,0.0,3.5625,0.0,2,0,95.39
97,1.125,0.375,0.25,0.5,0.0,1.25,0.0,0.375,2.5625,0.0,0.0,0.0,0.625,0.0,0.875,28.8125,0.3125,0.0,68.0625,4.25,5.625,25.5625,0.8125,1.25,0.125,2,0,69.93
98,1.0625,0.3125,0.875,3.0625,0.0,0.0,0.0,0.4375,2.0625,0.0,0.0,0.375,0.75,0.0,0.8125,36.5,2.8125,0.0,60.0,3.625,5.3125,34.25,2.8125,5.8125,0.625,2,0,101.7
99,2.375,1.0,0.5,0.25,0.0,1.25,0.0,0.75,2.0,0.0,0.0,0.25,0.625,0.0,0.375,33.3125,0.3125,0.0,68.3125,1.625,5.5625,21.9375,1.0,4.6875,0.125,2,0,74.32
100,0.5,0.3125,0.375,2.5,0.0,0.0625,0.0,0.375,1.5625,0.0,0.0,0.125,0.6875,0.0,0.5,25.125,0.5,0.0,43.25,1.75,5.3125,21.0,0.0,2.3125,0.0,2,0,99.08
101,0.6875,0.25,0.5,2.5,0.0,0.5,0.0,0.5625,1.1875,0.0,0.0,0.25,0.5,0.0,0.625,26.875,0.1875,0.0,46.625,1.4375,6.5,17.6875,1.625,3.0,0.0625,2,0,78.68
102,0.9375,0.625,0.625,7.375,0.0,0.8125,0.0,0.375,3.9375,0.0,0.0,0.25,0.4375,0.0,1.8125,55.4375,1.0,0.0,74.5,2.9375,5.625,29.25,8.125,12.75,0.0,2,0,98.5
103,0.8125,0.25,0.25,0.75,0.0,0.25,0.0,0.375,0.375,0.0,0.0,0.0,0.6875,0.0,0.3125,22.25,0.4375,0.0,45.1875,1.4375,4.9375,11.1875,1.875,2.375,0.25,2,0,97.03
104,1.125,0.25,1.25,11.125,0.0,0.0625,0.0,0.625,2.3125,0.0,0.0,0.75,0.75,0.0,0.4375,42.75,0.625,0.0,90.125,1.0625,6.0625,27.1875,2.625,6.4375,0.8125,2,0,97.4
105,0.3125,0.5,0.875,2.125,0.0,1.5,0.0,0.375,1.5625,0.0,0.0,0.375,0.5,0.0,0.5625,31.25,1.125,0.0,43.25,2.625,5.0,11.6875,2.875,6.8125,0.0625,2,0,88.38
106,1.375,0.5625,0.5,1.625,0.0,0.1875,0.0,0.75,0.9375,0.0,0.0,0.125,0.5625,0.0,0.5,32.6875,0.625,0.0,70.125,1.25,3.3125,21.9375,4.0625,4.875,0.125,2,0,77.9
107,1.0,0.375,1.125,2.1875,0.0,1.4375,0.125,0.375,2.4375,0.0,0.0,0.625,0.5625,0.0,0.4375,36.875,0.75,0.0,59.4375,0.5625,4.9375,33.1875,0.0,6.625,0.0,2,0,94.0
108,0.8125,0.875,0.75,0.25,0.0,0.8125,0.0,0.5625,0.5625,0.0,0.0,0.375,0.8125,0.0,0.6875,21.75,0.3125,0.0,59.3125,4.0,1.625,17.125,0.0,5.125,0.0,2,0,71.11
109,0.5625,0.375,0.625,0.5,0.0,0.625,0.0,0.375,1.0,0.0,0.0,0.25,0.5,0.0,0.375,19.25,0.3125,0.0,40.125,0.9375,2.75,9.25,0.4375,2.9375,0.0625,2,0,89.87
110,1.0625,0.1875,0.625,2.5625,0.0,0.0,0.0,0.375,1.3125,0.0,0.0,0.25,0.625,0.0,0.5,22.0,0.9375,0.0,42.4375,2.75,3.75,19.125,0.5,3.25,0.0625,2,0,103.5
111,0.75,0.0625,0.5,0.375,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.25,0.5625,0.0,0.3125,17.5,0.375,0.0,48.125,2.1875,2.3125,17.375,1.25,3.4375,0.0,2,0,91.58
112,0.9375,0.1875,0.375,3.625,0.0,0.1875,0.0,0.375,1.1875,0.0,0.0,0.0,0.8125,0.0,0.5,38.875,2.3125,0.0,79.6875,2.75,6.4375,21.875,0.75,2.9375,0.0,2,0,106.69
