BigBlueButtonBN,Fail,Faili esitamine,Foorum,Hindajaraport,Kaust,Kommentaarid tööle,Küsitlus,Leht,Logid,Minu hinderaport,Onlain teksti esitamine,Osalemine,Prügikast,Rühma valimine,Süsteem,Tagasiside,Tegevuste aruanne,Test,Tund,URL,Virtual programming lab,Õppijaraport,Ülesanne,Ülevaate aruanne,label,web,activities,test,y
0.0,0.17,0.67,4.33,0.0,0.5,0.0,0.0,2.67,0.0,0.0,0.67,0.33,0.0,0.0,43.67,1.67,0.0,48.83,14.5,3.83,18.33,5.83,11.17,0.33,1,0,1.0,0.0,95.0
0.0,0.17,0.67,5.67,0.0,0.33,0.0,0.5,2.17,0.0,0.0,0.0,1.17,0.0,1.17,52.67,2.5,0.0,124.83,23.5,7.33,39.67,3.67,3.33,1.67,1,0,3.0,20.0,106.9
0.0,0.5,0.33,1.83,0.0,0.17,0.0,0.67,2.0,0.0,0.0,0.0,0.67,0.0,1.17,30.33,1.17,0.0,86.83,21.33,4.33,25.17,0.83,2.0,0.0,1,0,2.32,20.0,101.7
0.0,0.17,0.33,1.17,0.0,0.33,0.0,1.0,1.67,0.0,0.0,0.0,0.83,0.0,0.0,35.17,1.5,0.0,62.5,20.0,6.33,27.83,0.33,2.33,0.0,1,0,2.7,20.0,96.28
0.0,0.17,0.33,0.83,0.0,0.17,0.0,0.5,1.67,0.0,0.0,0.0,1.0,0.0,0.33,27.17,0.83,0.0,97.33,30.83,6.83,49.5,0.67,3.33,0.0,1,0,2.81,18.0,93.5
0.0,0.5,0.67,0.83,0.0,0.5,0.0,0.5,1.67,0.0,0.0,0.0,1.0,0.0,0.17,46.0,1.5,0.0,89.67,42.17,3.17,33.83,0.33,5.17,0.0,1,0,3.0,20.0,101.9
0.0,0.33,0.33,2.67,0.0,0.33,0.0,0.67,2.67,0.0,0.0,0.0,1.0,0.0,0.0,42.33,1.83,0.0,68.33,18.5,5.5,29.67,1.33,1.67,0.17,1,0,2.48,19.0,93.41
0.0,0.5,0.33,13.33,0.0,2.5,0.0,0.67,3.33,0.0,0.0,0.0,0.5,0.0,0.0,34.5,0.33,0.0,44.67,1.5,8.33,18.67,3.0,1.83,0.0,1,0,2.62,8.0,45.25
0.0,0.17,0.33,0.0,0.0,0.33,0.0,0.5,0.5,0.0,0.0,0.0,0.83,0.0,0.0,35.83,0.67,0.0,90.0,36.33,2.33,31.17,0.0,2.0,0.0,1,0,2.78,20.0,89.47
0.0,0.67,0.67,2.83,0.0,0.17,0.0,0.5,1.67,0.0,0.0,0.33,0.67,0.0,0.0,26.5,0.67,0.0,60.33,16.0,5.33,16.33,0.0,4.33,0.0,1,0,2.86,20.0,102.2
0.0,0.83,0.0,1.17,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,25.17,0.83,0.0,52.0,3.67,6.17,21.17,0.83,0.5,0.0,1,0,2.82,19.0,86.74
0.0,0.33,0.67,1.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.67,0.0,0.0,0.0,7.5,0.0,0.0,11.33,0.0,0.0,0.0,0.0,11.33,0.0,1,0,0.0,0.0,100.0
0.0,0.33,0.33,4.0,0.0,1.33,0.0,0.67,2.33,0.0,0.0,0.0,0.33,0.0,0.0,33.83,1.0,0.0,84.5,37.0,6.17,21.5,0.0,1.67,0.0,1,0,2.08,13.5,78.58
0.0,0.67,0.33,1.0,0.0,0.17,0.0,0.83,1.83,0.0,0.0,0.0,0.17,0.0,0.0,51.33,0.5,0.0,92.17,23.33,6.5,66.17,1.83,3.83,0.33,1,0,2.98,18.0,97.4
0.0,0.67,0.67,3.5,0.0,0.67,0.17,0.67,2.83,0.0,0.0,0.0,1.0,0.0,0.67,59.33,2.67,0.0,91.33,34.33,6.17,58.83,7.17,4.33,0.0,1,0,3.0,20.0,108.5
0.0,0.5,0.67,0.83,0.0,1.5,0.0,0.83,2.67,0.0,0.0,0.0,1.0,0.0,0.17,108.0,1.5,0.0,240.33,37.33,8.5,69.17,0.0,5.0,0.0,1,0,2.89,19.5,75.96
0.0,0.17,0.33,1.5,0.0,0.5,0.0,0.5,0.83,0.0,0.0,0.0,0.83,0.0,0.0,22.67,0.83,0.0,40.33,29.0,3.17,18.5,0.5,1.33,0.0,1,0,2.71,16.0,91.4
0.0,0.5,0.33,9.17,0.0,0.0,0.0,0.67,1.67,0.0,0.0,0.0,1.5,0.0,0.0,55.83,0.83,0.0,107.5,25.83,10.83,46.0,0.0,3.0,0.0,1,0,2.82,19.5,90.33
0.0,0.17,0.33,2.0,0.0,0.17,0.0,0.5,1.67,0.0,0.0,0.0,1.0,0.0,0.17,41.33,1.33,0.0,54.17,25.0,6.83,18.5,1.83,3.33,0.33,1,0,2.82,20.0,104.4
0.0,0.0,0.33,0.33,0.0,0.17,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,14.83,0.5,0.0,35.83,12.33,2.67,10.17,0.0,1.83,0.0,1,0,1.22,9.0,25.47
0.0,0.17,0.67,7.83,0.0,0.67,0.0,0.67,2.17,0.0,0.0,0.0,1.0,0.0,0.17,56.0,1.67,0.0,127.67,31.83,6.67,29.0,5.5,4.0,1.17,1,0,2.34,17.0,85.59
0.0,0.17,0.33,1.0,0.0,0.17,0.0,0.5,0.67,0.0,0.0,0.0,0.83,0.0,0.0,31.0,1.0,0.0,77.0,16.5,3.5,17.67,0.33,2.33,0.0,1,0,2.64,20.0,96.66
0.0,0.67,0.67,18.5,0.0,0.17,0.0,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,61.33,2.0,0.0,122.33,23.83,9.0,35.5,2.67,3.0,0.0,1,0,2.99,19.5,94.1
0.0,0.5,0.67,0.83,0.0,0.0,0.0,0.5,1.67,0.0,0.0,0.0,0.17,0.0,0.0,26.67,0.83,0.0,52.0,3.17,3.0,8.67,1.5,3.0,0.0,1,0,2.56,20.0,93.81
0.0,0.33,0.67,3.67,0.0,0.33,0.0,0.5,1.33,0.0,0.0,0.0,0.83,0.0,0.17,41.5,1.17,0.0,53.0,29.67,2.5,25.33,1.17,3.33,0.0,1,0,2.83,20.0,98.29
0.0,0.33,0.33,3.17,0.0,0.67,0.0,0.83,1.5,0.0,0.0,0.0,0.67,0.0,0.0,29.0,1.0,0.0,74.67,14.83,4.67,45.33,0.33,1.33,0.0,1,0,2.27,18.0,96.96
0.0,0.67,0.33,2.33,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,48.5,1.33,0.0,81.5,23.83,7.17,21.17,1.17,2.33,0.33,1,0,2.04,19.5,82.97
0.0,0.17,0.0,0.5,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,11.83,0.33,0.0,32.5,17.67,1.83,10.83,0.0,0.33,0.0,1,0,2.26,19.9,76.98
0.0,0.17,0.67,7.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.67,0.33,0.0,0.0,26.83,0.67,0.0,33.0,0.5,2.67,7.0,0.83,11.5,0.17,1,0,1.45,0.0,98.0
0.0,0.33,0.67,5.83,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.67,0.17,0.0,0.0,21.17,1.33,0.0,26.17,0.5,3.83,11.67,0.0,10.5,0.0,1,0,1.34,0.0,99.0
0.0,0.17,0.33,1.17,0.0,0.17,0.0,0.67,2.17,0.0,0.0,0.0,1.0,0.0,0.0,40.0,0.33,0.0,71.33,13.33,4.83,30.33,0.67,1.5,0.0,5,0,1.97,16.5,92.68
0.0,0.83,0.0,7.33,0.0,0.17,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,50.0,1.17,0.0,64.0,32.33,5.33,35.33,12.17,2.33,1.17,5,0,2.96,20.0,95.73
0.0,0.17,0.33,2.5,0.0,0.5,0.0,0.5,0.83,0.0,0.0,0.0,0.67,0.0,0.83,31.83,1.17,0.0,68.67,12.33,4.17,28.67,0.33,1.33,0.0,5,0,2.82,19.0,102.67
0.0,0.17,0.33,0.0,0.0,0.17,0.0,0.5,1.0,0.0,0.0,0.0,0.67,0.0,0.17,25.33,0.33,0.0,31.67,20.0,2.0,15.33,2.0,1.67,0.0,5,0,2.04,20.0,96.87
0.0,0.0,0.33,6.67,0.0,0.33,0.0,0.5,2.5,0.0,0.0,0.0,1.0,0.0,1.0,48.5,2.83,0.0,49.83,25.33,5.33,41.83,3.33,2.67,0.17,5,0,2.63,20.0,99.27
0.0,0.33,0.33,13.17,0.0,0.67,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.17,38.83,1.83,0.0,107.17,16.67,7.83,38.5,0.17,2.0,0.17,5,0,2.93,16.0,91.19
0.0,0.83,0.67,1.83,0.0,0.0,0.0,0.5,1.67,0.0,0.0,0.0,0.83,0.0,0.33,65.33,1.67,0.0,156.17,36.33,11.67,32.17,3.67,4.0,0.17,5,0,2.27,10.5,68.97
0.0,0.17,0.33,0.83,0.0,0.33,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.17,38.5,1.67,0.0,84.5,16.83,2.67,35.83,2.33,1.67,0.0,5,0,2.9,20.0,104.9
0.0,0.0,0.67,0.17,0.0,0.17,0.0,0.67,1.17,0.0,0.0,0.0,1.0,0.0,0.0,23.17,1.0,0.0,61.5,14.0,4.0,22.17,0.0,2.67,0.0,5,0,2.9,19.5,103.3
0.0,1.0,0.67,14.33,0.0,0.83,0.0,0.67,2.67,0.0,0.0,0.0,1.17,0.0,0.33,95.5,2.83,0.0,128.0,28.0,14.67,65.67,8.17,6.33,0.67,5,0,2.99,19.5,93.2
0.0,0.67,0.33,0.5,0.0,1.0,0.0,0.5,1.83,0.0,0.0,0.0,0.83,0.0,0.0,43.5,2.33,0.0,107.0,19.33,7.33,46.67,1.17,1.33,0.0,5,0,2.76,19.0,97.08
0.0,0.5,1.33,3.67,0.0,0.33,0.0,0.5,4.67,0.0,0.0,0.0,1.0,0.0,0.0,52.17,2.33,0.0,151.67,22.0,9.67,21.33,1.17,5.0,0.33,5,0,2.43,17.0,85.89
0.0,0.33,0.67,10.33,0.0,0.0,0.0,0.5,2.67,0.0,0.0,0.0,1.17,0.0,0.17,49.0,1.5,0.0,95.67,9.33,8.5,37.67,0.17,5.33,0.0,5,0,3.0,19.0,93.99
0.0,0.5,0.33,2.5,0.0,0.83,0.0,0.67,1.83,0.0,0.0,0.0,1.0,0.0,0.17,59.67,0.83,0.0,160.5,19.67,3.17,33.17,5.17,2.17,0.0,5,0,2.53,14.5,72.35
0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.17,0.0,0.0,22.33,0.5,0.0,50.83,2.0,6.67,64.0,1.0,2.0,0.17,5,0,2.47,13.5,80.66
0.0,0.0,0.33,1.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.0,1.33,0.0,0.0,25.83,1.0,0.0,42.83,30.17,4.5,25.17,0.0,2.33,0.0,5,0,2.8,19.0,92.32
0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,15.17,0.5,0.0,46.17,6.0,3.33,14.17,0.0,0.33,0.0,5,0,1.98,19.5,23.98
0.0,0.83,0.33,12.83,0.0,2.83,0.0,0.5,4.0,0.0,0.0,0.0,1.67,0.0,0.0,57.83,1.83,0.0,120.67,23.17,15.0,34.17,3.5,1.67,0.33,3,0,2.6,10.0,52.13
0.0,0.17,0.33,3.0,0.0,0.67,0.0,0.5,1.67,0.0,0.0,0.0,1.0,0.0,1.5,45.5,1.0,0.0,71.5,21.67,7.0,32.67,0.0,2.33,0.0,3,0,2.99,20.0,102.98
0.0,0.67,0.33,12.83,0.0,0.17,0.0,0.67,2.5,0.0,0.0,0.0,1.17,0.0,0.17,72.67,1.0,0.0,101.17,28.17,11.67,27.0,8.83,2.67,0.0,3,0,3.0,20.0,101.25
0.0,0.17,0.33,1.5,0.0,0.0,0.0,0.5,0.17,0.0,0.0,0.0,1.0,0.0,0.17,26.33,0.5,0.0,55.17,8.17,7.5,11.33,0.67,1.33,0.0,3,0,2.97,19.0,93.51
0.0,0.0,0.33,4.67,0.0,0.83,0.0,0.5,2.17,0.0,0.0,0.0,1.17,0.0,0.17,27.83,0.5,0.0,51.67,13.83,7.67,16.5,2.5,1.83,0.67,3,0,2.59,16.0,65.18
0.0,0.83,0.33,0.0,0.0,1.33,0.0,0.83,2.5,0.0,0.0,0.0,1.0,0.0,0.0,47.17,1.0,0.0,101.5,43.5,7.67,36.5,0.0,2.67,0.0,3,0,1.93,10.0,73.46
0.0,0.17,0.33,3.67,0.0,0.33,0.0,0.67,1.67,0.0,0.0,0.0,1.17,0.0,0.67,21.33,0.83,0.0,51.67,13.83,5.0,26.5,0.17,2.83,0.0,3,0,2.82,19.0,92.77
0.0,0.67,0.33,4.17,0.0,0.5,0.0,0.67,2.33,0.0,0.0,0.0,1.0,0.0,0.0,54.17,2.5,0.0,81.0,33.5,6.0,37.5,2.33,2.33,0.33,3,0,2.36,12.0,72.02
0.0,0.0,0.33,5.0,0.0,0.17,0.0,0.5,1.33,0.0,0.0,0.0,1.0,0.0,0.0,47.5,0.5,0.0,97.0,18.33,6.17,53.83,1.5,3.17,0.0,3,0,2.11,18.5,26.84
0.0,0.83,1.0,1.67,0.0,0.17,0.17,0.5,1.67,0.0,0.0,0.67,1.0,0.0,0.17,49.83,0.83,0.0,86.5,26.83,5.0,33.5,0.0,12.67,0.0,3,0,2.89,20.0,100.2
0.0,0.17,0.33,0.67,0.0,0.33,0.0,0.5,0.5,0.0,0.0,0.0,0.83,0.0,0.0,25.17,0.67,0.0,35.0,12.83,7.33,18.67,0.17,2.0,0.0,3,0,2.13,19.0,84.83
0.0,0.67,0.33,1.17,0.0,0.33,0.0,0.5,2.33,0.0,0.0,0.0,1.0,0.0,0.17,69.33,2.5,0.0,76.67,41.83,7.67,38.67,4.33,3.0,0.33,3,0,2.54,18.5,68.94
0.0,0.67,0.33,2.17,0.0,0.17,0.0,0.83,1.17,0.0,0.0,0.0,0.83,0.0,0.0,28.5,0.83,0.0,76.83,39.5,5.17,19.67,0.5,1.67,0.0,3,0,2.79,19.5,97.6
0.0,0.33,0.33,12.17,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.17,0.0,0.0,15.0,0.17,0.0,23.17,4.0,6.33,6.0,0.0,1.33,0.0,3,0,1.36,13.5,72.98
0.0,0.17,0.0,10.0,0.0,1.17,0.0,0.0,4.0,0.0,0.0,0.0,0.33,0.0,0.17,51.67,2.0,0.0,103.83,13.17,14.17,23.67,3.17,2.83,1.33,1,0,2.22,11.0,16.49
0.0,1.0,0.0,1.33,0.0,1.0,0.0,0.67,2.0,0.0,0.0,0.0,1.17,0.0,0.0,47.33,1.33,0.0,114.17,1.83,11.0,16.83,0.0,1.33,0.0,1,0,2.51,14.0,70.69
0.0,0.0,0.33,0.17,0.0,0.17,0.0,0.67,0.5,0.0,0.0,0.0,0.83,0.0,0.0,13.83,0.0,0.0,16.83,0.0,5.5,7.33,0.0,1.33,0.0,1,0,0.97,16.5,81.07
0.0,0.67,0.67,0.5,0.0,1.5,0.0,0.67,1.67,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.17,0.0,67.33,0.5,7.5,19.0,2.0,3.67,0.17,1,0,1.7,13.5,65.26
0.0,0.5,0.33,2.83,0.0,0.33,0.0,0.67,1.83,0.0,0.0,0.0,1.0,0.0,0.17,31.33,1.17,0.0,70.0,6.33,7.67,29.83,0.67,2.67,0.0,1,0,2.66,18.5,92.96
0.0,0.5,0.33,0.33,0.0,0.83,0.0,0.5,2.67,0.0,0.0,0.0,1.17,0.0,0.17,56.67,1.0,0.0,61.67,1.5,11.0,31.67,0.0,3.0,0.0,1,0,2.89,19.4,96.8
0.0,0.33,1.0,13.83,0.0,0.17,0.0,0.67,2.5,0.0,0.0,0.0,0.17,0.0,0.17,48.5,1.17,0.0,97.83,0.17,10.17,12.83,2.67,6.33,0.0,1,0,3.0,19.5,89.5
0.0,0.83,0.67,2.33,0.0,1.67,0.0,0.5,2.83,0.0,0.0,0.0,1.0,0.0,0.0,60.83,1.17,0.0,68.0,14.5,13.5,41.67,0.5,3.0,0.17,1,0,2.92,20.0,102.7
0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.0,0.0,0.67,0.0,0.0,13.83,0.17,0.0,46.67,0.5,0.5,20.83,1.5,1.33,0.0,1,0,2.92,20.0,98.0
0.0,0.17,1.0,9.33,0.0,0.17,0.0,0.67,3.17,0.0,0.0,0.0,1.17,0.0,0.17,46.17,1.17,0.0,136.5,10.17,8.0,39.5,0.67,7.5,0.0,1,0,2.28,16.0,62.38
0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,26.83,0.67,0.0,33.17,1.83,5.83,32.67,0.33,1.33,0.0,1,0,1.96,19.0,78.26
0.0,0.17,1.0,1.0,0.0,0.5,0.0,0.5,3.0,0.0,0.0,0.33,1.17,0.0,0.0,27.5,2.17,0.0,54.83,2.67,6.0,24.17,0.0,8.17,0.0,1,0,2.72,19.0,96.47
0.0,1.5,1.0,2.0,0.0,0.0,0.17,0.5,5.0,0.0,0.0,0.67,1.0,0.0,0.0,27.0,0.67,0.0,33.17,4.83,4.33,19.67,0.0,14.83,0.0,1,0,2.34,20.0,90.11
0.0,0.67,0.67,0.17,0.0,0.17,0.0,0.67,1.17,0.0,0.0,0.0,0.83,0.0,0.0,12.17,0.0,0.0,33.17,0.5,5.0,6.17,0.0,3.5,0.0,1,0,0.68,9.5,69.64
0.0,0.33,0.0,3.5,0.0,0.17,0.0,0.0,1.17,0.0,0.0,0.0,0.33,0.0,0.0,18.17,1.33,0.0,57.17,1.17,6.67,11.5,0.17,0.33,0.0,1,0,1.45,0.0,3.95
0.0,0.83,0.33,0.83,0.0,1.17,0.0,0.67,2.5,0.0,0.0,0.0,1.0,0.0,0.0,59.67,2.5,0.0,116.17,39.17,5.17,84.67,0.33,2.67,0.17,3,0,2.15,18.5,89.73
0.0,0.5,0.33,0.17,0.0,1.0,0.0,0.67,2.5,0.0,0.0,0.0,0.17,0.0,1.33,102.67,0.5,0.0,98.83,2.83,3.5,162.17,98.5,3.67,0.5,3,0,2.87,20.0,93.16
0.0,0.5,0.0,2.5,0.0,0.5,0.0,0.0,0.83,0.0,0.0,0.0,0.17,0.0,0.17,32.5,1.5,0.0,123.67,26.0,4.33,23.33,0.5,0.67,0.0,3,0,2.87,17.5,86.9
0.0,1.17,0.33,1.5,0.0,0.17,0.0,0.67,1.67,0.0,0.0,0.0,1.33,0.0,0.17,58.5,2.0,0.0,75.33,23.5,8.33,28.33,0.83,3.33,0.0,3,0,2.21,20.0,93.33
0.0,1.33,0.33,10.67,0.0,0.83,0.0,0.83,1.67,0.0,0.0,0.0,1.0,0.0,0.0,44.17,0.67,0.0,63.0,18.33,8.67,21.83,0.67,2.0,0.17,3,0,2.73,20.0,89.37
0.0,0.0,0.67,0.33,0.0,0.17,0.0,0.5,1.67,0.0,0.0,0.0,1.0,0.0,0.0,27.5,2.17,0.0,62.0,16.17,4.83,35.67,1.0,3.67,0.0,3,0,2.62,20.0,91.53
0.0,0.67,0.33,2.17,0.0,0.0,0.0,0.67,1.83,0.0,0.0,0.0,0.83,0.0,0.0,47.17,0.83,0.0,38.67,24.0,14.0,40.5,1.0,2.67,0.0,3,0,1.74,16.0,55.61
0.0,0.5,0.33,2.0,0.0,0.5,0.17,0.5,1.83,0.0,0.0,0.0,1.0,0.0,0.0,40.33,2.67,0.0,93.17,26.33,7.33,28.67,0.33,1.33,0.0,3,0,2.36,18.0,92.38
0.0,0.5,1.33,1.33,0.0,0.17,0.0,1.17,1.33,0.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,44.5,32.67,2.17,51.33,1.0,10.33,0.0,3,0,2.46,18.0,90.6
0.0,0.33,0.33,2.33,0.0,0.33,0.0,0.5,0.33,0.0,0.0,0.0,1.0,0.0,0.0,35.83,1.67,0.0,130.17,18.5,4.83,28.33,0.83,1.67,0.0,3,0,3.0,20.0,84.7
0.0,0.33,0.67,2.17,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.17,0.0,0.0,15.5,0.67,0.0,19.0,0.0,1.83,3.83,0.67,9.33,0.0,3,0,0.5,0.0,100.0
0.0,0.33,0.33,0.5,0.0,0.17,0.0,0.83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.33,2.33,0.0,112.5,20.17,5.5,36.33,0.17,3.17,0.0,3,0,2.83,18.0,79.2
0.0,0.33,0.33,1.17,0.0,0.67,0.0,0.67,0.5,0.0,0.0,0.0,1.0,0.0,0.0,29.5,0.67,0.0,53.0,29.5,5.0,15.17,0.0,1.67,0.0,3,0,2.13,18.0,92.46
0.0,0.0,0.67,9.5,0.0,0.17,0.17,0.0,1.0,0.0,0.0,0.67,0.5,0.0,0.0,24.17,0.83,0.0,42.33,8.33,2.17,8.5,1.33,14.83,0.5,3,0,2.34,0.0,91.0
0.0,0.67,0.67,2.83,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.67,0.33,0.0,0.0,11.5,0.33,0.0,4.5,0.0,0.33,5.33,0.17,7.83,0.0,3,0,0.0,0.0,100.0
0.0,1.0,0.33,9.83,0.0,0.5,0.0,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.17,47.33,0.83,0.0,102.17,0.5,13.33,24.5,1.83,1.67,0.17,1,1,2.94,20.0,93.8
0.0,0.17,0.33,0.5,0.0,0.0,0.0,0.67,2.5,0.0,0.0,0.0,0.0,0.0,0.17,35.33,1.5,0.0,59.17,1.0,5.67,26.0,0.67,2.0,0.0,1,1,2.83,20.0,103.2
0.0,0.5,0.33,0.33,0.0,0.17,0.0,0.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.83,0.0,40.83,5.67,1.17,20.33,4.0,1.83,0.5,1,1,2.58,20.0,96.99
0.0,1.33,0.33,17.67,0.0,2.5,0.0,0.67,11.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.5,0.0,117.67,1.67,7.17,50.33,15.83,2.0,0.33,1,1,2.79,12.0,62.2
0.0,1.0,0.67,1.67,0.0,0.17,0.0,0.5,2.5,0.0,0.0,0.33,0.0,0.0,0.17,47.33,0.5,0.0,41.33,0.0,3.17,13.33,0.67,5.0,0.0,1,1,2.24,17.0,73.74
0.0,0.83,0.33,5.5,0.0,0.83,0.0,0.5,4.83,0.0,0.0,0.0,0.17,0.0,0.5,54.0,3.0,0.0,105.17,0.0,7.0,31.5,0.67,2.67,0.0,1,1,2.65,20.0,89.17
0.0,0.0,0.67,3.33,0.0,0.0,0.0,0.67,2.33,0.0,0.0,0.0,0.17,0.0,0.17,35.5,1.33,0.0,52.83,0.0,5.5,15.67,0.0,2.33,0.0,1,1,2.74,20.0,98.81
0.0,0.67,0.33,1.17,0.0,0.0,0.0,0.67,2.83,0.0,0.0,0.0,0.17,0.0,0.17,34.33,2.17,0.0,61.67,2.67,4.5,18.0,0.33,2.67,0.0,1,1,2.23,20.0,94.9
0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.83,0.0,0.0,0.0,0.0,0.0,0.0,16.33,1.17,0.0,58.33,0.17,6.5,6.5,0.67,2.0,0.33,1,1,1.67,12.0,37.36
0.0,0.5,0.67,9.17,0.0,0.0,0.0,0.83,2.17,0.0,0.0,0.0,0.0,0.0,0.17,46.83,2.17,0.0,85.67,0.5,5.17,12.83,0.17,3.0,0.0,1,1,2.79,16.5,97.66
0.0,0.33,0.0,5.83,0.0,0.17,0.0,0.0,2.67,0.0,0.0,0.0,0.17,0.0,0.0,32.83,0.67,0.0,63.33,0.5,7.0,17.17,0.83,0.5,0.0,1,1,2.65,7.5,66.41
0.0,0.67,0.67,3.5,0.0,0.17,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.17,28.0,0.83,0.0,75.67,1.0,7.0,11.0,2.33,3.67,0.17,1,1,2.86,12.0,72.2
0.0,0.83,0.33,3.17,0.0,0.0,0.0,0.83,3.5,0.0,0.0,0.0,0.0,0.0,0.17,35.0,1.0,0.0,61.67,0.5,6.33,15.67,2.67,2.67,0.33,1,1,2.99,20.0,96.2
0.0,0.33,0.33,2.67,0.0,0.33,0.0,0.67,2.67,0.0,0.0,0.0,1.0,0.0,0.0,42.33,1.83,0.0,68.33,18.5,5.5,29.67,1.33,1.67,0.17,1,1,2.48,19.0,93.41
0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.33,0.0,19.0,0.5,2.5,13.83,2.0,0.0,0.33,1,1,1.93,16.5,63.21
0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.0,4.0,0.0,0.0,1.17,1.0,2.0,7.33,0.0,0.33,0.0,1,1,0.0,20.0,90.99
